sentence,label
 Kandipa padam flop reason soori :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:and the great villan pakara apo ve sema bayama iruku,neutral
 Super Thalaiva palaiya Rajini one more entry on super stars,positive
 Semma thala  thala veriyargal hit likes,neutral
 Bgm bangam yuvan thala always on fire,negative
 LIKE - Hero   Comment - Avengers Endgame,positive
 Kamal hasan nu potruku.  Where is he?,neutral
" Kabali,Kaala,Petta  Mathiri Mass Movie than venum..",neutral
 TTha Mass da... Indian cinema da... Gethu moment...,neutral
 thala yoda last dialog sema mass Vera level,positive
 Verrraaaaaa level thalaivar......  Pongal semma treat tha...,positive
 inga kodutha sweet saapttu andha pakkam poanaen araliya arachi kodukkuraanunga.. yammaadi dei siva aendaa indha kola veri,neutral
 Muttu muttu album song hero Teejay irukaru...,positive
 Thalaivaa RAJNI another level movie Jai rajnikanth,positive
 Late ah vandhalum latest tah vanthuruchu,positive
 Thalaivar always mass tha Pettala innum marana ma mass kaati irukaru,positive
 Sema movie.. yethana murai vendumanaalum pakalam.,positive
 Pink movie ka mc kejriwal kr diya in south walo ne,positive
 Mavane kola kaand la iruke kollaama vidamate semmaaaaaaaaaa,positive
 Paravala na joker avea irunthutuu poren,positive
 Rajni wid Nawaz... Too much fun,positive
 Stunning stone  neraya neraya neraya,positive
 697 k likes reached aairuku,positive
 Basha back   thalaivaaa i love you:sign_of_the_horns::sign_of_the_horns::sign_of_the_horns:,positive
 Just like Ram Charan’s Rangastalam movie .,negative
 Thalapathy fans sarbaaga padam vetri pera vazhthukal nanba,negative
 daily trailer parkura angaali pangaali ellaam oru like podunga,positive
" vera vera vera level ,,,unbleavble ,,,,ini thala vettai aarambam",positive
 Climax Dialogue ku Theatres ellam Therika Pogudhu,positive
 Otha set agala da pooolu ajith,negative
 SUN PICTURES PLEASE UPLOAD PROMO VIDEO OF PETTA FOR ROCKING IT,neutral
 Pakka thane pora intha Kaali oda aattatha...,positive
 2.O kuda Padma Sariya odala but ithu therikum...,positive
 ena da idhu views likes lam paths parithabama irukuuu...neega lamnu solikadhinga daa  aamais,negative
 Vijay sethupathi um Rajini um serthu seen ellaya pa,neutral
 True rajini sir fans hit here,positive
 Trailer Nalaruku... Padam nalarukm nu oru nampikai iruku..  vj sethupathi...,positive
 Rajni name is enough podaaaaa!,positive
 Idhu chumma trailer thaa ma Main pitch ah nee innun paakala... Paatharaatha pathari poyuruva,positive
 Na vjs kaga like pota rajini kaga Ila,neutral
" Ayyo thalaivaa kethu mass  alluthe!,,",positive
 NerKondaParvai Thala fans like panna vanam... தல வெறியன்கள்  like பண்ணுங்க,positive
 Savuratha irundha sanda potu savanum ... uyiruku bayandhu kaala vilundhu kenji sava kudathu... :sign_of_the_horns:,positive
 Hindi Rajni fans hit like,positive
 Eindha movie story ena nu kuda puriyala,positive
" Kandipa Padam Asal , Billa2, Veeram , ennai arindhal ,vivegam:rolling_on_the_floor_laughing: madhri flop nu soldravanga like and cmnt panunga:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",negative
 Vera vera vera level thalaiva Ani bgm tharikuthu karthic makes magicvjs superrr sasikumar,positive
 SK  well and good..  yuvan Bgm...,neutral
 Saavuratha irunthaalum santa pottu savanum sir baynthu kaalla ulunthu saahakkootathu,neutral
 Thala da last dialogue in masss ultimate,positive
 This movei is just like  ellam avan seyal,negative
 Dhanush  Vishal Jayamravi   Lov from kerala,positive
 Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaa   No words can describe ur enthusiasm simply vera level,positive
 Nkp is going to be ur best after vaali,positive
 August  10 thalaiyoda adavadi performance arambam.fans vanthu alaparaiya kootunga pa ok!!!!!!!!,positive
 Anna epome sema dhan love u anna,positive
 Tik tik tik trailer idhavade superaa irukku....,positive
 Sankar sir vera level sir. Thx sir. 0:55,positive
 i am  thalapathy fan...but  i like thala....trailer mersal ah iruku...best of luck for nerkonda paarvai team....,positive
 Bigil kuda release pana porigala OK OK,neutral
 ayyo nanga ninacha thalaivaraaaa screen la pakka poraaa jan10th   superrr starrrrr marana masss tnqqqq karthik subbraj anna,positive
 Movie vera level தான் like kgf,positive
 Indha maari ponnungalukkellam indha mathiri thaan nadakkum Appadi ellam Nadakkathu nadakkavum koodathu,neutral
 vera madhiri iruku maass ! Hit ! ! !,positive
 rasithu rusichi sethuki yirukkar karthik suburaj...,positive
 Ippa Enna Panna Poorom  Sweet Sappida pooram....  Anirudh BGM Parakkuthu Background la,positive
 Kamal time is prefer fat like v2,positive
 Morning lindhu trailer pathuttulikes checkpannite erukravange like podunge,positive
 Massssssssss... THANKS FOR BRINGING OUR THALAIVAR BACK..,positive
 viswasam trailer ippo dhaan paarthaen. siva underwearoada oada poaradhu urudhi...,negative
 Nann thapathy fan but Nanum like poten pa...,positive
 Andha fight scene la yarukkellam pullarichudhu,positive
 Vj sethupathi Anna mass  .bgm kola massssssss,positive
 Ayayo ithu nalla illa semmaya iruku thalaiva,positive
 Sridevi Daughter Khushi Kapoor Met Ajith,positive
 Pongal ku kandipa 2u vidhamaana sweet saapda porom,positive
 0:33 marvel feel enaku mattum thaan varutho,neutral
 Dhanush Anna va pidicgavanga like podunga,positive
 ithu kandipa vera level blockbuster tamil cinemalaa,neutral
 Bigil trailer pathutu vanthavanga like here,positive
 Intha mari nariya nariya nariya  awesome trailer I am waiting for u thala,positive
 0.75x patha dhan kekudhu da editor naaye ivalo fasta iruku..,positive
 Antha fight payangara kola mass ah irukku pls sekkirama movie ah release pannunga,positive
 Waiting for kk in CHIYAN,positive
 Man of steel bgm feel varudhu,negative
 Na pink pathuten bt edhu pudhusha rku for thalaikaha matum:smiling_face_with_hearts::star-struck:,positive
 Malayalam cimima copy (master pieace Malayalam mamooty),positive
 Oruthar mela vishwasatha katrakkaga mathavangala  en asinga paduthuringa? think about all fans,neutral
 Thala thala thala thala thalathala thala,neutral
 Mass na idhutaa. Ippo trending la no. 2 aairuchu..,positive
 Oru visvasthukage ennorthore yethukku asingge paduthuringg..semme,neutral
 DHANUSH vera level performance in ASURAN.....,positive
 2.08 Thalapathy swag  (that Kaila Thuppakki ya suthura moment),positive
 Enna da ithu views stuck agitu nikkuthu....,positive
 Dislike Panna Vanthavanga Like Pannunga,positive
 mokkaya irukku kelattu payan ipo la str tha mass,negative
 Kannada d boss fans Hit like......,positive
 semma I love you vikram Anna,positive
 Edhula Krish laye pathachi but sk kaga paakalam,positive
 Krish 2 + Dhoom 2 = Hero,positive
 Vijaysethupathi dialogue pesalanu Yaru Yaru feel pandringaaaaa,positive
 1.56 superb line Thalivar poster kichinge adukaga inda line,positive
 ஒருத்தங்களுக்கு விஸ்வாஷம் காட்ட இன்னொருத்தர ஏன் அசிங்க படுத்துரிங்க.  Awesome thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,negative
 Ajith scene nariya katirukanga but moviesla kamiyathan varum,positive
 0:12 she looks like Taiwan tzuyi,neutral
 Wait..Is dat Rangaraj Pandey at 1:07??,negative
 Idhe velaiyaga iruppavargal Inge like podunga,positive
 Love u Anna from Telugu fans,positive
 Innum neraya neraya neraya pakka poringa Thala swag,positive
 king of kollywood Thala always mass.,positive
 Illaya Super Star dhanus fans like panuga..,negative
 Kolla massss . . Namaku thevaiyanadhu namba dhan adichu vaganum  Vera level thalivaa,negative
 Semmaa maasss.  Shankar proud of tamil .,positive
 BGM KU tittle ku variation iruku,neutral
 Ennada SK paithiyakara maari dialogue pesama irukanenu paathan kadaisiya pesitan,positive
 Viswasam trend aana udane ithuvum pinnadiye trend aaguthu!!! 2 naal engae irunthicho?,positive
 1:36 thaa Marana verithanam dawww,negative
 Telugu trailer release cheyandi director garu జై రజినీ కాంత్,positive
 Thala fans views konjam adigama ethunga social media trending thala fans Mattum tha irukkanum views konjam ethunga,positive
 Niraya niraya niraya paer wait pannitirukkom thala.,positive
 Vijay Sethupathi than mulu padatha kapatha pororaru,positive
 Thalaaaaaaaaaaaaa...... wow fight scene iruku.... namaku treat iruku,positive
 Official trailer finally released yayayayayayayyayayayayyayayayayayayayayayayayayayyayayayayayayayayayayy! You don't know how much happy I am!!! Yayayayayayayyayayayayyayayayayayayayayayayayayayyayayayayayayayayayayy! So cool!,positive
 Entha nayee laa dislike poduthoo avanukulaaa cinema rasika theriyathavaan,neutral
 Last 2second pathaunga mattum like podunga,positive
 Thala kola mass vera leval :star-struck::star-struck:,positive
 Iron man ku voice koduthu. Movie ah kevalapaditala. Entha movie flop aerum,negative
 Anyone here for Abirami aftet seeing biggboss 3 tamil,positive
 Nijamave Trailer Super.... Vera Level ah irukku.... Waiting...,positive
 Ennaku enamo..... VJS intha padathula... Alaga irrukura maathiri irruku........,positive
 YouTube problem ma innanu therilaye romba nerama 467 k views la ye iruku,positive
" Ippa ena panaporam,sweet sapda poram sema....",positive
 Wooooo Super Super  2.0. Akki Bhai & Rajni Sir Super  Super Hit.. Waiting For Movie..,positive
 pakka thana poreenga yenga super star attathai petta parak parak,positive
 Oruthar mela viswasatha kaatradhukaga innoruthara yen asinga paduthuringa nice message to all,neutral
 332k likes to go:call_me_hand: lifetime record aa 500k like kondu varanum    Dhanushveriyan,neutral
 Vera level marana waiting movie ku,positive
 Yuvan ka maduum padatha kandipa pakanum .....semma mass yuvan I love you,positive
 Jeikromo illaiyo mothala sanda seiyanum --vada chennai Saavaratha irunthalum sanda pottu saavanum sir--- kaithi,positive
 Dhanush son name in Mari 2 Kaali.,negative
 91k views but 118k likes,neutral
 movie vatri bara Thala racigar zarbaga vazzthugal,positive
 Subscribers kammiya iruku adhanala views konjam kammiya iruku,neutral
 Oru pakkam paiyan swag kaatran oru pakkam appan swag kaatran,positive
 Innoru national award vangama poga mattanga polaye???,positive
 OMG THERE ARE LOTS OF SURPRISING ELEMENTS......  THALA,neutral
 Ennada ithu 1 month ku apram trending aaavuthu:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,positive
 Idha ya rajni padam marana mass,positive
 ennangadaa 2 days ku munna trending la vandhirundhaa inneram 20 m cross aagirukkum. evan paatha vela daa idhu,positive
 Story looks weak... In it..... Hoping movie would be good,positive
 thala fans la oru like podu,positive
 Thalpathi  63 waiting  da,positive
 Always mass paka mass ajith sir,positive
 Ethu rajini padam illa Karthik padam,positive
 Indha movie ya kuda dislike poda yapdi manasu varutha,positive
 Surya Anna Fans Hit Like,positive
 plz release telugu trailer sun pictures...,positive
 Vijaysethupathi  Rajnikanth  Nawazuddin Siddiqui  Pongalukku Aattam Iruku  :sign_of_the_horns:,positive
 THALA  60  NEXT DEEPAWALI SARAVEDI DAA,positive
 Karthi oru rakshyum ella..... Fight ellam vere level..,neutral
 Saaho 10m in 28 hours. Asit ajakkuku saavu mani adichitu poitaaru namma Bahubali.,negative
 Trailer final shot bayangrama iruku,negative
 Video Varla Athukulla Dislike ha  Appo Kandippa Arun Vijay fan,negative
" Trailer laye SK ku dialogue kammi ah than iruku,...So,Intha Padam kandipa Odidum da....",positive
 Last dialogue a romba pudikum nu solravavanga mattum like pannunga,positive
 BGM Nerkonda Paarvai Madhiri eh iruke,negative
 mee stail Avariki radu  sir  meeru supar star  no1 Hero,positive
 Bgm vere levelnu solravanga lika podungaya,positive
 Thala mass katitinga thala...rangaraj pandey vera level..,positive
 No means No  Best movie enna THALA da,negative
 Iru  mugan fans hit lyk,positive
 1:37 ommala that bgm.. Yuvan Thala Ku nu vantha matum epudiyo verithanama bgm poturaru,positive
 Sir pls postpone robo 2.0 movie,positive
 inemel thala society kaga padam nadika matingurarunu yaravathu katharunanugana avlo tha... love uuu my dear mr.ajithkumar,positive
 Apdilam nadakadhu nadakavm kudadhu mass pa,positive
 indha trailer um dislike podrana.....avan sathyama avan fans ah dha irupan....guess who?  ..konja nerathula kovama avane rply panuvan,positive
 Rajinikanth and Akshay Kumar  is best,negative
 Apa idhulla sk van yarum illayada,positive
 1:10 bigboss abirami periya mairu maari kaththara,negative
 Epppppaaaaaa verithanam da dei....... Marana massssssss,negative
 Wow pakka masss ....thala pola varuma,positive
 Thala mass mass mass mass mass mass mass.,positive
 Sundar Ramasamy fans lam thalli poi veladunga. Thevayillama katharama unga actorku support panni jeika vainga,positive
 Mokkaya erukku padam flop  tha,positive
 1m likes thalaivar ku reach agumaaa,positive
 baahubali 1 and 2 lam thookki saaptruchu vfx la,neutral
 Vera level thalaivar petta... trailerhe marana kaattu kaattuthu ..,positive
 Intha Background ah pathaa..! JilJungJuck padam mathiri irukku..!,negative
 correct aana time la correct aana movie  Thala you are great,positive
 Bigil traileruku views set Pammi vachirukanka. Fake views. Fake likes.,positive
 bro pongalukunu solitu 10th relese pannuranga but pongal vanthu15th,positive
 Thalaivaaaaa. Super style.. love you..I am RAJINIFIED..,positive
 Thalaaaaaaaaaaa .. ur legion of fans prayer n viswasam ..eppavume ungalukku mattum dhaaan .. luv ya Ajith sirrrrrr,positive
 Marana  mass   thala,positive
 Video va dislike panravan thevudiya movan,negative
 Surya Anna fan like kaithi movie trailer,negative
 Kollywood - we don't copy Bollywood. AMITABH Bachhan -,positive
 Kabali record break pani romba naal achu,positive
 With in one minute la pathavanga like panuga,neutral
 Akshaykumar supper star Bollywood king daa,positive
 Thala Rasigayin sarbaga kaithi block buster aga vazhuthukal,neutral
" Dhanush anna kazhuthula ruthrasha kotta illa, karuppu kairu mattum irukku, avuroda pasangalukum athey maari kairu kazhuthula iruku",positive
 Ena 10 la irunthu nagarave ila,positive
 Shanker sir hard work keeps tamilan in  international stage.. superb...,neutral
 Who came after visuvasam trailer ..like here ??,neutral
 epdiyum like podamatta... pinna ethukkuvaasikira?,neutral
 innum 150k dha like podunga,positive
 8M Views & 719K Likes,positive
 Nan hero kaga padam pakaraven illa kathai kaga pakaraven.. Athu Puthusa irukanum.,neutral
 Intha trailara Vida bigil trailar marana maasssa irukkum. I'm waiting to bigil trailer,negative
 Super but 5.2K haters mental pu.....,negative
 Sk da balamey awarda haters than,positive
 Chiyaan Vikram die hard fans like here,positive
 Thalapathy VIJAY anna fans inga vanthathu lokesh annavukaga matum than... Vera evanukagavum illa.....,positive
 Thaliva semma   parak   mass thaliva:sign_of_the_horns::sign_of_the_horns::sign_of_the_horns::sign_of_the_horns:,positive
 Anfield ah maathi rajnifield nu vachurukaanga,negative
 Style a irukena ...... Naturally ...  Pongaluku sweat sapda porom.............,positive
 Dai Siva Vera yethavathum panniraathinga da paathu,neutral
 Padam hit adicha ok by I miss you nadipin nayagan annan Surya fan,positive
 Zero ku like pottathuku pathila unga padathuku potta kuda 1 m vandhu erukum,negative
 style ki hero Super star RAJINi,positive
 Chiyan pwoli lookCVF kerala boys like adikk,positive
 Semaaaa massss thalaivaaaaaa marana waitinggggg thalaivaaaaaa,neutral
 Iam thala fan asuran trailer super,positive
 What a look Vikram killing it,negative
 Vayasanalum unn azhakum styleum appidiya irikke,positive
" Makkal selvan.,super star,Trisha, rock star aniruth. Ithukku mela enna venum",positive
 No one in indian cinema can create a cinematic universe,positive
mass to class,positive
 0:9 la enna pa hindi ingaum Hindi ya,negative
 Pangalingala rajini fanpannuvaaru thalaivar banner kilichavangaluku padhila Nan sorry ketuten neengalum mudincha ketudunga,negative
 provide in hindi LANGUAGE plz boss,positive
 VARA LEVEL MASS CLASS MOST SUPER STAR RAJINI ANNA SUPER ANNA,positive
 2:05 Akshay kumar is a shape-shifter,positive
 Romba mokka padamah irukuh. 2.0 flop.,negative
 Yaaahoooooo 5 million views  luv u thala fanz,positive
 yaru la rajini sir fans  enaku likee podughaa,positive
 After seeing movie and see trailer and hit like,positive
 Dislike pottavan pathi Peru director ranjith veriyana erupan,neutral
 ORUTHAR MELA IRUKURA VISVASATHUKAGA INORUTHARA EN ASINGA PDUTHURENGA......THALA THALAPATHI  FANS GAVANATHIRKU.......,positive
 Movie be like aracha mava araipoma,neutral
 Marana mass ah iruku  thalaiver vera level,positive
 ippo intha trailer ah parkura thala fans oru like podunga,positive
 WooTeaser'ah pathutu katharana haters'ku elaruku RIP,negative
 Dai ohlu kuthi.  Unga aqhlu ohru pundai..,neutral
 Ajith kummar thevidiya mavan avA ammave okkanum,negative
 Happa Bgm from 00:48 sec. yuvan thaaru maaru,positive
 Rasikaney rasigumm thalaivar Super star & makal selvan,positive
 Thala vera level love you Thala,positive
 Rajini eathukkum use illathavan  Lusu punta ithula arasiyall varana pemaani paiya,negative
 Maranam.maasu maranam athukkula namma thala tahn screen la varanum,positive
 Oruthavanga mela visvasam katrathukaga inoruthavanga yen asinga paduthuringa,positive
 Vikram sir efforts are best but stunts scenes nenacha dhan bayama iruku,positive
 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 He look Like Zero not a hero:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,positive
 VAA THALAIVAA EVAN VANDAALUM NAMMA DAAN GETHU,positive
 2.O lot looks likes ready player one,positive
 Lokesh kanagaraj fans hit like atlee fans comment,neutral
 Mass maranam adichi uderware oda odaa vittruva,positive
 He is looking like a 40 age person. Unbelievable,positive
 Teaser mokkaya irukunu solravanga mattum like pannunga,neutral
 Has  passed vivegam teaser likes,positive
 Ipavum repeat laiyae dan irukku,neutral
 Viswasam ta Vida views Romba kammi,positive
 Bigil lavadhu mannavadhu indhe padam pakkanum,negative
 Pink movie oda copy ku ivlo scene a da,negative
 Trailera pakkaravanga mattum inga like podunga,positive
 viswasam fastest 190k dislikes world record,neutral
 But graphics sothapal panitanuga English Kara pottainga athan Padam late ayirichi,negative
 Girl voice over oda trailer niruthirukalam,neutral
 1:36  BGM  .... maas,positive
 Enga ponalum like picha kekura ivanugala thatti kekka yaarume illaya:thinking_face:,positive
 U1 annanukkuga mattum vanthavanga like pannunga..,positive
 Sweet Saapda Porom ;) Petta Pongal!!!!,positive
 Amitabh Bachan acting ku kaal thoosu kooda ilai. :nauseated_face::face_vomiting:,negative
 August 8   Adv H@ppy   thala deepavali      Pangaligalaa,positive
 Na yethir pakkava illa thala acting,positive
" Ner konda paarvai,. Enga paakurathu! paakavea mudiyala",positive
 Thalaivaaaaaaaaaaaaaaaaaaaaaa....... I love u Thalaivaaaaaaaaaaaaaaaaaaaaaa... Ummmmmmmmaaaaaa....,negative
 Vera Mana mugam the king maker,positive
 Andha greeny background fight scene.... Ayyayyoooo Ppaaa marana mass thala....,neutral
 SWEET SAPPTTU VANTHAVANGA MATTUM LIKE PANNUNGA,neutral
 Cinema oda niruthiru pa rajini arasiyal pakam vandhu asinga patradha.,negative
 Thalaivaaaaa u realy great marana waitingsoon ..vayasanalum vunnodaiya stylum azhagum vunna vittu pogala,positive
 ana director rajini eh mass ah katta vjs ah down paniduvan ah Bayama irukubt vjs is lit,neutral
 Gommala vera level ethir pakkave illa U1na summava bgm ithu unma na like podunga,positive
 50 k views 88 k likes epdiya,negative
" Thalapathy Sivakarthikeyan on Fire , Kandippa inthe padam Thalapthy Siva ku periya Hit Kudukum",positive
" thambi mela irukkanavum,keela oru naal varuvaan.....",neutral
 Yaarlanu kalaichangalo ...avanga la enga olinchirukanganu therla..ippo...ne vaa thalaiva...sk :star-struck::star-struck:,positive
 Yarpa kaleikeye thala ye pakke vanthe thu,positive
" Sema lighting, thalapthy64 um ithey madhiri lightning iruntha semaya irukkum..",positive
 1 m like Kuda illa Ivana poi Thalapathypanriengala,neutral
 Welcum to tamizh cinema manju warrier mam,positive
 ACTRESS KALYANI PRIYADHARSHINI FANS HIT LIKE HERE,positive
 Man of steel bgm semmaya eruka,positive
 Pagaiya valarka kudathu Chidambaram jadanthu poganum .... Sema dialogue,positive
 Ar Rahman fansinu like adikanulla comment,positive
 Kutti moonji vivek and ayaz,positive
 Anils nethu kodutha adiya marakkave mattanga,negative
 Trailer full ah dark ah irruku... Konjam colourfull ah iruntha nalaa irrujum,positive
 2:19 is Sivakarthikeyan doing a cameo ? :P,neutral
 Dislike pottu kadupetararu my Lord,positive
 Super super super super super super super Vikram variyan da,positive
 :rolling_on_the_floor_laughing: Aamai Kunju Mokka Trailer Da Dai :rolling_on_the_floor_laughing::raised_back_of_hand:,negative
 Thala parthi sollava  venum eppavum thala tha,neutral
 Allandu sillandu fans lam odiru....this is rajinism...,negative
 Adei ranjith movie na ipdi irukanum. Music na ipdi irukanum. Style na ipdi irukanum.,positive
 Valimai trailer varathukula 20M views varanum,positive
 Sanda pootu saaganum........  Sema ending,negative
 TEEJAY anna marana mass getup in asuran Tamil cinema,positive
 Bigg boss abirami I am waiting,positive
 Katta waiting 2.0   shankar magic,positive
 Padam paththudu vanthu  trailer pakka vanthavanga mattum like podu,positive
 Rajini Sir brilliant Akshay Kumar bombastic,positive
 Wow bangam  sema mass  Indian cinima pride,positive
 Ini etha marri nerya nerya nerya nerya nerya padam panuga ajith sir,positive
 Eppadithan super hero aakanum endu kadaisila kaanama peithiduvanga.,negative
 Arjun sir kaage poi padam pakelam,positive
 Thalapathy 63 ku wait panravanga like pannunga,positive
 Vera level trailer thalaiva vettrimaran sir super,positive
 Semma bigilugu kojam prblm vatrum poola,positive
 GVP tha erangi senji irukan,positive
 Dhanush eppovume Vera level,positive
 thala thala thala thala screen ku marana waiting,positive
 Ennappa bigil satham  kakevayilla  oothannegala illaya  enrum thalathan no1 trending,positive
 Kovilpatti la irunthu paakuravanga like pannunga .....     Namma oor la edutha padam,positive
 Super star Rajini  eppaume super,positive
 Nalaiku thalaivar ah paaka poran :star-struck::star-struck::star-struck::star-struck::star-struck:,positive
 Kutty moonji ayaz unakennapa siva koodalam.nadika.start pannita,positive
 THALA.....NO WORDS YOU SIMPLY NAILED IT IN YOUR OWN STYLE  AND YUVAN,positive
 Thalaiwa we wait 4 u uuuuuuuu masssssss me masu kattum namma uyir ss master,positive
 THALA sonna antha dialogue oruthar mela viswasam katurathugu inoruthara en agigam padthuriga   super THALA love you,positive
 Sorry! Mr.sankar vfx ivlo kevalama irukku ithuku yean ivlo naal time eduthukitinga,negative
 Trailer mass nu Solravanga Like podu,positive
 Shankar sir nenga sema great sir trailer sema super duper.....hittt,negative
 Dai enna da... Padu payankarama irukku... Paaaaa...,positive
 Thala back with a bang,positive
 Videova parthadhum thala ya nenachu perumai patavanga like pannunga,positive
 Vanil irul kettu mudichadhum yaru inga vandhinga?,positive
 Thala I love u !!!!!! Nee vaa thala.....NKP......,positive
 Adchi Oda vidu ellarayum orama nadandhu varareda enga thala veerama  all thala bloods hit like her,positive
 Trailer looks like Pakka Mass Entertainer,positive
 Ippo enna panna porom sweet sapda porom!!! Get Rajinified!!!,positive
 vaitherichal pudicha vijay fans ellarayum serupala adikanum pangaaligala,negative
" Hit,Bigil=like       Kaithi=dislilike",neutral
 Antha Unlike Pana kathunu iruka Gumball... Ena Sola poreenga... Trailer pathutu,positive
 Sun pictur ku vendu koal. Hinidi promotion illa  anga neriya peruku padam varthu pongaluku theriyilla so promotion pannunga,neutral
 Bgm kagave soumd effect aana theatre la pakanum polayeppa allu viduthu da...,positive
 Kadasi punch bigil padathuku oda clash kaga sonna pola irunthuchu,negative
 Thala eanna look ku daa paa     mass,positive
 Paaa evaruku vaasya agala daa paviii,positive
 Adichi Under wearoda Oda Viturven Maanam Pochuna Thirumba Varathu Pathuko  Paaah Ellam Sceneum Apdiyeh Sethukirukan Karthick Suburaj *Get Rajinified*,negative
 Adiiii super ma :star-struck: happie dewali,positive
 Who are all here after darbar,neutral
 Thala.... intha marie different ah ippa than pakurin... pakavey puthusa eruku...... aug10 vara wait pananuma,positive
 Thalaku  1000 likes kandipa . Vera level class trailer,neutral
 2k18 la trending 2.iniki 2k19 la first eduthutu vandhu sweet saapdaporom,positive
 STR fans :  Engaluku rawwa padam varum da,neutral
 seems like thunga vanam Malaysian version,positive
 Looks promising  but Arjun survaram 2,positive
 Ayyo Comedy panni vechringakale  Yaendaaa ippidi,positive
 Thaalaaaaaaaa...padam nerunga nerunga again again paathu veri ethikiravnaga like podunga,positive
 rajiniya villana pottutdu sethu va hero va pottu eentha semaya eenthu eekum,neutral
 Nan like podutan but ennoda like atikkati cut aakuthu why?,neutral
 Telugu la eppp release. Please release pannunga,positive
 6 days la 10m views dhana Waste .......vaipu ella rajq,positive
 Thala enna ippadi pannidingka so I am feeling,positive
 One Week ku namba thaaa trending number 1,positive
 Padam varum varaikum trailer pathu veri aethikuvom,positive
 Nanum sathiman nu solitu table la irunthu keela kuthuchurukan athula oru kaalam ithula 2k kids ku la enga theriyapoguthu,positive
 Dislikes epadi da pandringa.karthi ku kudava haters irukinga,neutral
 Romba varusam kalichi..ajith anna..nalla padathula nadikiraru ..good luck,positive
 Padam release ku munadi 12 Milion views varanum,positive
 Ithukaga wait panlam....shankar sir............tamil cinema on next levelll........,positive
 Viswasam 1.2m likes but Petta only 653k likes,neutral
 Kola Gandula irukan mavanae Kollama Vida Maten. Got RAJINIFIED,negative
 After panjaa yuvan music for pawan kalyan sir,positive
 Thala super i like npk.thala maass speech .,positive
 Dhanush is an Acting Demon... Manusan polanthu kattirukkar...,positive
 Vijay Sethupathi Mass Rajni Sir Marana Mass I like the Name Kali கெட்ட பயன் sir இந்த காளி,positive
 ACTIO N   KING  ARJUN,positive
 Thatrailer naa idhu than da,neutral
 Comment pakka vanthavanga yar yar like podunga thala rage Aarambam,positive
 I see this movie I like,positive
 apo patha rajiniya thirupiyum paka vachutaru karthick subburaj sir .. thalaivaaaaaaaaaaaaaaaa,positive
 Padipa mattum yarukitta irrundum yeduka mudiyathu Chidambaram!,positive
 Semma... Thalaivaaaaaa <3 <3 <3,positive
 Ithu nama Tamil teaser nama tha highlight pananum,neutral
 Vergin ponnuga ippo 100%Ku ippo 5% irukkuthu thala sema correcta kettingaa,neutral
 One sun one super star Rajinikanth,positive
 please time waste pannni it KK padathukku pogathinga  semma mokka@!^@*/&:×&:^,positive
 Thalaiva eppavumey super star rajini kanth mattumthan,positive
 1 time ku mela pathingala?,positive
 yaaru yaarellaam dhunesh fane like pannunga,negative
 Inda maadiri nalla padam epdi pannuvanga appa vetri !! __/\__,positive
 Karthik subbraj rasichi rusichu eduthurukkan!!  Vera level!!,positive
 Marana mass da Sammy .... 90's Thalaivar is Back,positive
 Kella vannuku mattum than entha vaippu ellam amaithu...  Ethu ellam oru pollappu kellattu naai Rajinikanth...,negative
 Semaa mass pogaa itha poii yarathu  unlike panuvagala pooitiku nu panathiga,negative
 U1 bgm Hero trailer-Comment Ar Rahman bgm bigil-Like COUNTDOWN STARTS NOW,positive
 Poduuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu .... Verithanam big fan of Dhanush ...:smiling_face_with_hearts::smiling_face_with_hearts:,positive
 Thala in viswasi yaaru enna sonnalum sari kadasivarai thala yin viswasi,negative
 Dislike pannavanungalam Jealous aghi Raththam kakki than saavanunga,positive
" Oruthar mela Viswasam kaartrathunala, innoruthara yen asinga paduthuringa?",positive
 Yaru intha moviekaka wait panravanga like podunga,positive
 Hollowed level la iruku rompa ethir pakkalam Vikram acting semma.....,neutral
 Nallave ella uinga movie ajith sir,negative
 Ipa enna Panna porom THALAIVAR:Sweet sapuda porom Vera level:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,positive
 Innum konja neram odaadha nu irukku marana mass,positive
 iam surya fan but thala  ajith padam vera levalla irukkappohuthu,positive
 SEMMA STYLISH CHIYAAN VIKRAM SIR BIG BLOCKBUSTER LOADING WISHING IN ALL THALAPATHY VIJAY,positive
 Sema super IAM waiting,positive
 I'm vijay fan.. but i like thala amazing trailer,positive
 What a stunning visuals Karthi therikka vitrukaru Lokesh kanagaraj,negative
 Seamma seamma .......vetrimaran + dhanush + G V ....... veara leavel,positive
